Surname,First_Name,Age,Occupation,Profile_URL
Brouillet,Auguste Louis,25,Mégissier,https://communards-1871.fr/index.php?page=fiches/notice&individu=26775&liste=liste_nominative_B
Brouillon,Charles,36,Ouvrier imprimeur,https://communards-1871.fr/index.php?page=fiches/notice&individu=9092&liste=liste_nominative_B
Brouillon,Paul Arsène,45,Employé aux omnibus,https://communards-1871.fr/index.php?page=fiches/notice&individu=565&liste=liste_nominative_B
Brousmiche,Edmond,31,Cordonnier,https://communards-1871.fr/index.php?page=fiches/notice&individu=7102&liste=liste_nominative_B
Broussard,Antoine,52,Fumiste,https://communards-1871.fr/index.php?page=fiches/notice&individu=32942&liste=liste_nominative_B
Broussard,Joseph,54,Cordonnier,https://communards-1871.fr/index.php?page=fiches/notice&individu=7103&liste=liste_nominative_B
Broussard,Louis Gustave,41,Concierge,https://communards-1871.fr/index.php?page=fiches/notice&individu=7104&liste=liste_nominative_B
Broussat,Pierre,25,Journalier,https://communards-1871.fr/index.php?page=fiches/notice&individu=2188&liste=liste_nominative_B
Brousse,Auguste,32,Charretier,https://communards-1871.fr/index.php?page=fiches/notice&individu=33195&liste=liste_nominative_B
Brousse,Jean,50,Fabricant de bouchons,https://communards-1871.fr/index.php?page=fiches/notice&individu=26465&liste=liste_nominative_B
Brousse,Jean Antoine,45,Ebéniste,https://communards-1871.fr/index.php?page=fiches/notice&individu=14155&liste=liste_nominative_B
Brousseau,François,56,Boulanger,https://communards-1871.fr/index.php?page=fiches/notice&individu=7105&liste=liste_nominative_B
Broussiard,Auguste Victor,57,Plombier,https://communards-1871.fr/index.php?page=fiches/notice&individu=37959&liste=liste_nominative_B
Broussoulaille,Gilbert,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=20235&liste=liste_nominative_B
Brout,Lucien Jules,27,Couvreur,https://communards-1871.fr/index.php?page=fiches/notice&individu=22037&liste=liste_nominative_B
Brout,Sylvain Marie,40,Zingueur,https://communards-1871.fr/index.php?page=fiches/notice&individu=3311&liste=liste_nominative_B
Brouté,Jules,41,Serrurier,https://communards-1871.fr/index.php?page=fiches/notice&individu=14011&liste=liste_nominative_B
Broutet,Léon,16,Imprimeur,https://communards-1871.fr/index.php?page=fiches/notice&individu=7106&liste=liste_nominative_B
Broutta,Alfred,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=40741&liste=liste_nominative_B
Broutta,François Simon,56,Sellier,https://communards-1871.fr/index.php?page=fiches/notice&individu=31638&liste=liste_nominative_B
Broutta,Placide Eugène Victor,30,Mécanicien,https://communards-1871.fr/index.php?page=fiches/notice&individu=13329&liste=liste_nominative_B
Broux,Aimé Désiré,49,Entrepreneur de couvertures,https://communards-1871.fr/index.php?page=fiches/notice&individu=13325&liste=liste_nominative_B
Broy,Elie Charles,50,Tailleur,https://communards-1871.fr/index.php?page=fiches/notice&individu=32246&liste=liste_nominative_B
Broyard,Alphonse Hippolyte,35,Placier,https://communards-1871.fr/index.php?page=fiches/notice&individu=11946&liste=liste_nominative_B
Broyart,Alfred Raymond,42,Gainier,https://communards-1871.fr/index.php?page=fiches/notice&individu=8952&liste=liste_nominative_B
Bru,Jean,36,Homme de peine,https://communards-1871.fr/index.php?page=fiches/notice&individu=35676&liste=liste_nominative_B
Bruant,Alphonse,55,Horloger,https://communards-1871.fr/index.php?page=fiches/notice&individu=20663&liste=liste_nominative_B
Bruant,Armand,45,Limonadier,https://communards-1871.fr/index.php?page=fiches/notice&individu=12616&liste=liste_nominative_B
Bruant,Charles,24,Potier d’étain,https://communards-1871.fr/index.php?page=fiches/notice&individu=33566&liste=liste_nominative_B
Bruant,Louis,57,Menuisier,https://communards-1871.fr/index.php?page=fiches/notice&individu=14571&liste=liste_nominative_B
Brucamp,Léon,34,Journalier,https://communards-1871.fr/index.php?page=fiches/notice&individu=37431&liste=liste_nominative_B
Bruch,Pierre,22,Journalier,https://communards-1871.fr/index.php?page=fiches/notice&individu=35476&liste=liste_nominative_B
Bruchet,Paul Jean Baptiste,57,Loueur de voitures,https://communards-1871.fr/index.php?page=fiches/notice&individu=7107&liste=liste_nominative_B
Bruchon,,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=19574&liste=liste_nominative_B
Bruchon,Claude,53,Cordonnier,https://communards-1871.fr/index.php?page=fiches/notice&individu=2190&liste=liste_nominative_B
Bruck,Charles,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=7804&liste=liste_nominative_B
Bruck,Jean Julien François,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=41082&liste=liste_nominative_B
Bruck,Nicolas,37,Cultivateur,https://communards-1871.fr/index.php?page=fiches/notice&individu=22025&liste=liste_nominative_B
Brucken,Jean Paul,41,Négociant en vins,https://communards-1871.fr/index.php?page=fiches/notice&individu=7108&liste=liste_nominative_B
Bruder,Emile Charles Isidore,,Employé de commerce,https://communards-1871.fr/index.php?page=fiches/notice&individu=10778&liste=liste_nominative_B
Bruel,"Antoine, dit François",42,Journalier,https://communards-1871.fr/index.php?page=fiches/notice&individu=7110&liste=liste_nominative_B
Bruel,Louis,23,Bourrelier,https://communards-1871.fr/index.php?page=fiches/notice&individu=39159&liste=liste_nominative_B
Bruer,Alexandre,33,,https://communards-1871.fr/index.php?page=fiches/notice&individu=7109&liste=liste_nominative_B
Bruère,Artistide Victor,18,Comptable,https://communards-1871.fr/index.php?page=fiches/notice&individu=18101&liste=liste_nominative_B
Bruère,Louis Auguste,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=9903&liste=liste_nominative_B
Bruère,Pierre Claude Hégésippe,44,Journalier,https://communards-1871.fr/index.php?page=fiches/notice&individu=3508&liste=liste_nominative_B
Bruet,Raoul,41,Serrurier,https://communards-1871.fr/index.php?page=fiches/notice&individu=2978&liste=liste_nominative_B
Bruge,Aristide Louis Hubert,49,Tailleur de pierres,https://communards-1871.fr/index.php?page=fiches/notice&individu=26970&liste=liste_nominative_B
Brugeas,François,32,Maçon,https://communards-1871.fr/index.php?page=fiches/notice&individu=19135&liste=liste_nominative_B
Brugiliole,Louis,31,Comptable,https://communards-1871.fr/index.php?page=fiches/notice&individu=17153&liste=liste_nominative_B
Brugiotti,Pierre Daniel,34,Fumiste,https://communards-1871.fr/index.php?page=fiches/notice&individu=7111&liste=liste_nominative_B
Brugnon,Constantin,30,Charretier,https://communards-1871.fr/index.php?page=fiches/notice&individu=7112&liste=liste_nominative_B
Brugnot,Albert,20,Tonnelier,https://communards-1871.fr/index.php?page=fiches/notice&individu=37566&liste=liste_nominative_B
Brugnot,Armand,17,Charron,https://communards-1871.fr/index.php?page=fiches/notice&individu=2482&liste=liste_nominative_B
Brugnot,Auguste Louis,44,Artiste graveur,https://communards-1871.fr/index.php?page=fiches/notice&individu=2497&liste=liste_nominative_B
Brugny,Etienne Gerasime,34,Maçon,https://communards-1871.fr/index.php?page=fiches/notice&individu=4283&liste=liste_nominative_B
Bruhot,Espérance,50,Sabotier,https://communards-1871.fr/index.php?page=fiches/notice&individu=39126&liste=liste_nominative_B
Bruiet,Alphonse,46,Serrurier,https://communards-1871.fr/index.php?page=fiches/notice&individu=37851&liste=liste_nominative_B
Bruillant,Auguste Marie,25,Maçon,https://communards-1871.fr/index.php?page=fiches/notice&individu=39899&liste=liste_nominative_B
Bruitte,Charles Jean,29,Raffineur,https://communards-1871.fr/index.php?page=fiches/notice&individu=7113&liste=liste_nominative_B
Brujas,Louis François,26,Maçon,https://communards-1871.fr/index.php?page=fiches/notice&individu=14828&liste=liste_nominative_B
Bruland,Nicolas,57,Frotteur,https://communards-1871.fr/index.php?page=fiches/notice&individu=39939&liste=liste_nominative_B
Brulard,Pierre,41,Tanneur,https://communards-1871.fr/index.php?page=fiches/notice&individu=33849&liste=liste_nominative_B
Brulé,Albert,23,Couvreur,https://communards-1871.fr/index.php?page=fiches/notice&individu=37312&liste=liste_nominative_B
Brulé,Alexandre,34,Forgeron,https://communards-1871.fr/index.php?page=fiches/notice&individu=7114&liste=liste_nominative_B
Brulé,Jean Léon,38,Jardinier,https://communards-1871.fr/index.php?page=fiches/notice&individu=30415&liste=liste_nominative_B
Brulé,Louis François,36,Maçon,https://communards-1871.fr/index.php?page=fiches/notice&individu=35639&liste=liste_nominative_B
Brulé,Théophile Désiré,40,Tourneur en chaises,https://communards-1871.fr/index.php?page=fiches/notice&individu=22666&liste=liste_nominative_B
Bruleaux,Jules Antoine,38,Voyageur en horlogerie,https://communards-1871.fr/index.php?page=fiches/notice&individu=6034&liste=liste_nominative_B
Bruley,Alexis Edouard,34,Tôlier,https://communards-1871.fr/index.php?page=fiches/notice&individu=2414&liste=liste_nominative_B
Bruley,Claude,66,Horloger,https://communards-1871.fr/index.php?page=fiches/notice&individu=13135&liste=liste_nominative_B
Bruley,Jean Baptiste,41,Teinturier,https://communards-1871.fr/index.php?page=fiches/notice&individu=11486&liste=liste_nominative_B
Bruley,Pierre Paul,32,Plombier,https://communards-1871.fr/index.php?page=fiches/notice&individu=2419&liste=liste_nominative_B
Brulfer,Joseph,42,Lamineur,https://communards-1871.fr/index.php?page=fiches/notice&individu=16492&liste=liste_nominative_B
Brulin,Jules Victor,16,Perruquier,https://communards-1871.fr/index.php?page=fiches/notice&individu=10405&liste=liste_nominative_B
Brulon,Auguste Ludovic,44,Tapissier,https://communards-1871.fr/index.php?page=fiches/notice&individu=9996&liste=liste_nominative_B
Brulose,,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=13765&liste=liste_nominative_B
Brulot,François,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=40928&liste=liste_nominative_B
Brultez,François,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=27085&liste=liste_nominative_B
Bruma,François Alexandre Paul,23,Secrétaire du commissaire de Vanves,https://communards-1871.fr/index.php?page=fiches/notice&individu=42332&liste=liste_nominative_B
Brumagne,Henri Joseph,35,Mécanicien,https://communards-1871.fr/index.php?page=fiches/notice&individu=7116&liste=liste_nominative_B
Brument,Frédéric Napoléon,26,Tisserand,https://communards-1871.fr/index.php?page=fiches/notice&individu=30756&liste=liste_nominative_B
Brument,Louis Augustin,27,Glacier,https://communards-1871.fr/index.php?page=fiches/notice&individu=7117&liste=liste_nominative_B
Brun,,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=9479&liste=liste_nominative_B
Brun,,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=20253&liste=liste_nominative_B
Brun,Agnan,34,Menuisier,https://communards-1871.fr/index.php?page=fiches/notice&individu=7118&liste=liste_nominative_B
Brun,Charles Alfred,43,Doreur sur bois,https://communards-1871.fr/index.php?page=fiches/notice&individu=2432&liste=liste_nominative_B
Brun,Emile Charles,23,Employé,https://communards-1871.fr/index.php?page=fiches/notice&individu=9480&liste=liste_nominative_B
Brun,Eugène Ferdinand,16,Fondeur,https://communards-1871.fr/index.php?page=fiches/notice&individu=16272&liste=liste_nominative_B
Brun,Jean,49,Boulanger,https://communards-1871.fr/index.php?page=fiches/notice&individu=16977&liste=liste_nominative_B
Brun,Jean Alexandre Frédéric,43,Bardeur de pierres,https://communards-1871.fr/index.php?page=fiches/notice&individu=7119&liste=liste_nominative_B
Brun,Jean Léonard,29,Maçon,https://communards-1871.fr/index.php?page=fiches/notice&individu=18038&liste=liste_nominative_B
Brun,Jean Louis,66,Commissionnaire,https://communards-1871.fr/index.php?page=fiches/notice&individu=37832&liste=liste_nominative_B
Brun,Jean Marie,40,Chapelier,https://communards-1871.fr/index.php?page=fiches/notice&individu=7120&liste=liste_nominative_B
Brun,Joachim,,Emballeur,https://communards-1871.fr/index.php?page=fiches/notice&individu=26329&liste=liste_nominative_B
Brun,Joseph,41,,https://communards-1871.fr/index.php?page=fiches/notice&individu=40609&liste=liste_nominative_B
Brun,Joseph,,Maréchal ferrant,https://communards-1871.fr/index.php?page=fiches/notice&individu=40093&liste=liste_nominative_B
Brun,Joseph,33,Ferblantier,https://communards-1871.fr/index.php?page=fiches/notice&individu=9481&liste=liste_nominative_B
Brun,Marcelin,26,Cordonnier,https://communards-1871.fr/index.php?page=fiches/notice&individu=26960&liste=liste_nominative_B
Brun,Maximin,,Limonadier,https://communards-1871.fr/index.php?page=fiches/notice&individu=23863&liste=liste_nominative_B
Brun,Pierre,49,Terrassier,https://communards-1871.fr/index.php?page=fiches/notice&individu=10345&liste=liste_nominative_B
Brun,Sébastien,33,Terrassier,https://communards-1871.fr/index.php?page=fiches/notice&individu=33943&liste=liste_nominative_B
Brun,Victor,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=42908&liste=liste_nominative_B
Brun,Victor,18,Imprimeur,https://communards-1871.fr/index.php?page=fiches/notice&individu=35065&liste=liste_nominative_B
Brun,Victor Camille,22,,https://communards-1871.fr/index.php?page=fiches/notice&individu=42711&liste=liste_nominative_B
Brun-Buisson,Pierre Joseph,,Cordonnier,https://communards-1871.fr/index.php?page=fiches/notice&individu=8403&liste=liste_nominative_B
Bruna,Laurent,,Cantonnier,https://communards-1871.fr/index.php?page=fiches/notice&individu=40071&liste=liste_nominative_B
Brunache,Gaspard Désiré Lucien,29,Marchand de flûtes,https://communards-1871.fr/index.php?page=fiches/notice&individu=5589&liste=liste_nominative_B
Brunau,,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=18961&liste=liste_nominative_B
Brunaud,Pierre,49,Marinier,https://communards-1871.fr/index.php?page=fiches/notice&individu=31719&liste=liste_nominative_B
Brune,Georges,40,Peintre,https://communards-1871.fr/index.php?page=fiches/notice&individu=7101&liste=liste_nominative_B
Bruneau,Ernest Edouard,33,Serrurier,https://communards-1871.fr/index.php?page=fiches/notice&individu=22652&liste=liste_nominative_B
Bruneau,Gilbert Alexandre,23,Ingénieur des mines,https://communards-1871.fr/index.php?page=fiches/notice&individu=22049&liste=liste_nominative_B
Bruneau,Jacques,48,Cordonnier,https://communards-1871.fr/index.php?page=fiches/notice&individu=33335&liste=liste_nominative_B
Bruneau,Jacques Alphonse,50,Clerc d’avoué,https://communards-1871.fr/index.php?page=fiches/notice&individu=25341&liste=liste_nominative_B
Bruneau,Jean Eloi,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=41875&liste=liste_nominative_B
Bruneau,Louis,34,Couvreur,https://communards-1871.fr/index.php?page=fiches/notice&individu=5800&liste=liste_nominative_B
Bruneau,Victor,18,Journalier,https://communards-1871.fr/index.php?page=fiches/notice&individu=4284&liste=liste_nominative_B
Bruneau,Xavier,36,Emballeur,https://communards-1871.fr/index.php?page=fiches/notice&individu=7128&liste=liste_nominative_B
"Bruneau, ép. Cousanca",Marie,,Marchande de vins,https://communards-1871.fr/index.php?page=fiches/notice&individu=23604&liste=liste_nominative_B
Bruneaux,Pierre François Ovide,43,Journalier,https://communards-1871.fr/index.php?page=fiches/notice&individu=1009&liste=liste_nominative_B
Bruneel,Pierre,38,Terrassier,https://communards-1871.fr/index.php?page=fiches/notice&individu=42052&liste=liste_nominative_B
Brunel,Adolphe,16,Lainier,https://communards-1871.fr/index.php?page=fiches/notice&individu=7126&liste=liste_nominative_B
Brunel,Guillaume Amédée,39,Tanneur,https://communards-1871.fr/index.php?page=fiches/notice&individu=17534&liste=liste_nominative_B
Brunel,Henry,70,Menuisier,https://communards-1871.fr/index.php?page=fiches/notice&individu=38250&liste=liste_nominative_B
Brunel,Joseph,30,Glaisier,https://communards-1871.fr/index.php?page=fiches/notice&individu=19220&liste=liste_nominative_B
Brunel,Michel,47,Conducteur,https://communards-1871.fr/index.php?page=fiches/notice&individu=35114&liste=liste_nominative_B
Brunel,Paul Antoine Magloire,41,,https://communards-1871.fr/index.php?page=fiches/notice&individu=17022&liste=liste_nominative_B
Brunel,Pierre,54,Menuisier,https://communards-1871.fr/index.php?page=fiches/notice&individu=35142&liste=liste_nominative_B
Brunel,Thomas Alexandre,35,Garçon de recettes,https://communards-1871.fr/index.php?page=fiches/notice&individu=23376&liste=liste_nominative_B
"Brunel, ép. Descamps",Marie,28,Corroyeur,https://communards-1871.fr/index.php?page=fiches/notice&individu=9804&liste=liste_nominative_B
Brunelot ou Beaumelot,Victor,17,Tourneur en cuivre,https://communards-1871.fr/index.php?page=fiches/notice&individu=5922&liste=liste_nominative_B
Brunereau,Louis,55,,https://communards-1871.fr/index.php?page=fiches/notice&individu=17677&liste=liste_nominative_B
Brunerye,Léon Eugène Antonin,37,Secrétaire chez Emile de Girardin,https://communards-1871.fr/index.php?page=fiches/notice&individu=4187&liste=liste_nominative_B
Brunet,,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=15491&liste=liste_nominative_B
Brunet,Adrien,19,Boulanger,https://communards-1871.fr/index.php?page=fiches/notice&individu=36825&liste=liste_nominative_B
Brunet,Albert,27,Courtier en vins,https://communards-1871.fr/index.php?page=fiches/notice&individu=30220&liste=liste_nominative_B
Brunet,Alphonse,34,Briqueteur,https://communards-1871.fr/index.php?page=fiches/notice&individu=26987&liste=liste_nominative_B
Brunet,André,39,Fleuriste,https://communards-1871.fr/index.php?page=fiches/notice&individu=7122&liste=liste_nominative_B
Brunet,Antoine,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=15357&liste=liste_nominative_B
Brunet,Auguste,56,Perceur,https://communards-1871.fr/index.php?page=fiches/notice&individu=37247&liste=liste_nominative_B
Brunet,Auguste François,27,Dessinateur en châles,https://communards-1871.fr/index.php?page=fiches/notice&individu=22516&liste=liste_nominative_B
Brunet,Casimir,32,Employé,https://communards-1871.fr/index.php?page=fiches/notice&individu=14132&liste=liste_nominative_B
Brunet,Charles Louis,56,Menuisier en bâtiments,https://communards-1871.fr/index.php?page=fiches/notice&individu=26185&liste=liste_nominative_B
Brunet,Emile Joseph,43,Commissionnaire médaillé,https://communards-1871.fr/index.php?page=fiches/notice&individu=19390&liste=liste_nominative_B
Brunet,François,46,Tailleur de pierres,https://communards-1871.fr/index.php?page=fiches/notice&individu=38982&liste=liste_nominative_B
Brunet,Germain Philibert,,Portefeuilliste,https://communards-1871.fr/index.php?page=fiches/notice&individu=15358&liste=liste_nominative_B
Brunet,Hippolyte Antoine,,Mécanicien,https://communards-1871.fr/index.php?page=fiches/notice&individu=23745&liste=liste_nominative_B
Brunet,Jean Louis,30,Employé de commerce,https://communards-1871.fr/index.php?page=fiches/notice&individu=22509&liste=liste_nominative_B
Brunet,Joseph Léon,41,Tanneur,https://communards-1871.fr/index.php?page=fiches/notice&individu=7123&liste=liste_nominative_B
Brunet,Julien,21,Journalier,https://communards-1871.fr/index.php?page=fiches/notice&individu=978&liste=liste_nominative_B
Brunet,Léon Frédéric,36,Estampeur,https://communards-1871.fr/index.php?page=fiches/notice&individu=273&liste=liste_nominative_B
Brunet,Louis Augustin,20,Garçon marchand de vins,https://communards-1871.fr/index.php?page=fiches/notice&individu=14459&liste=liste_nominative_B
Brunet,Louis Prosper,27,Marchand,https://communards-1871.fr/index.php?page=fiches/notice&individu=39097&liste=liste_nominative_B
Brunet,Marie Isidore Frédéric,44,Employé de commerce,https://communards-1871.fr/index.php?page=fiches/notice&individu=15132&liste=liste_nominative_B
Brunet,Martin,42,Employé de commerce,https://communards-1871.fr/index.php?page=fiches/notice&individu=1584&liste=liste_nominative_B
Brunet,Paul Adrien,16,Peintre en bâtiments,https://communards-1871.fr/index.php?page=fiches/notice&individu=7124&liste=liste_nominative_B
Brunet,Pierre,31,Bijoutier,https://communards-1871.fr/index.php?page=fiches/notice&individu=7121&liste=liste_nominative_B
Brunet,Pierre Louis,52,Maréchal ferrant,https://communards-1871.fr/index.php?page=fiches/notice&individu=30298&liste=liste_nominative_B
Brunet,Sylvain,26,Maréchal ferrant,https://communards-1871.fr/index.php?page=fiches/notice&individu=19883&liste=liste_nominative_B
Brunet,Victor,40,Horloger,https://communards-1871.fr/index.php?page=fiches/notice&individu=4599&liste=liste_nominative_B
Bruneteau,Gabriel,53,Maçon,https://communards-1871.fr/index.php?page=fiches/notice&individu=41316&liste=liste_nominative_B
Brunetot,Sylvain,17,Maçon,https://communards-1871.fr/index.php?page=fiches/notice&individu=32959&liste=liste_nominative_B
Brunette,Jean Baptiste,46,Charpentier,https://communards-1871.fr/index.php?page=fiches/notice&individu=7125&liste=liste_nominative_B
Brunetti,Louis Jean Baptiste,43,Fumiste,https://communards-1871.fr/index.php?page=fiches/notice&individu=3372&liste=liste_nominative_B
Brunhios,Jean Adolphe,37,Cordonnier,https://communards-1871.fr/index.php?page=fiches/notice&individu=22385&liste=liste_nominative_B
Brunier Saint-Cyr,Joseph,,Ebéniste,https://communards-1871.fr/index.php?page=fiches/notice&individu=23132&liste=liste_nominative_B
Brunin,Jean Baptiste,31,Plaqueur,https://communards-1871.fr/index.php?page=fiches/notice&individu=34190&liste=liste_nominative_B
Brunin,Louis Alexandre,23,Chapelier,https://communards-1871.fr/index.php?page=fiches/notice&individu=6172&liste=liste_nominative_B
Bruniot,Alfred,29,Mécanicien,https://communards-1871.fr/index.php?page=fiches/notice&individu=26719&liste=liste_nominative_B
Bruno,Louis Augustin Anatole,40,Tondeur de chevaux et chiffonnier,https://communards-1871.fr/index.php?page=fiches/notice&individu=5117&liste=liste_nominative_B
Brunot,François Alexandre,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=20247&liste=liste_nominative_B
Brunot,Médéric,36,Découpeur de métaux,https://communards-1871.fr/index.php?page=fiches/notice&individu=7127&liste=liste_nominative_B
Brunot,Placide,39,Bonnetier,https://communards-1871.fr/index.php?page=fiches/notice&individu=36039&liste=liste_nominative_B
Brunschwig,Emile,21,Courtier de commerce,https://communards-1871.fr/index.php?page=fiches/notice&individu=14425&liste=liste_nominative_B
Brunswick,,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=15125&liste=liste_nominative_B
Brunswick,Henri,22,Zingueur,https://communards-1871.fr/index.php?page=fiches/notice&individu=24683&liste=liste_nominative_B
Bruschera,Joseph,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=42909&liste=liste_nominative_B
Brusquin,,,,https://communards-1871.fr/index.php?page=fiches/notice&individu=11662&liste=liste_nominative_B
Brusseaux,Pierre,31,Scieur de pierres,https://communards-1871.fr/index.php?page=fiches/notice&individu=38563&liste=liste_nominative_B
Brusselars,Hippolyte,20,Peintre en décors,https://communards-1871.fr/index.php?page=fiches/notice&individu=7129&liste=liste_nominative_B
Brusy,Barthélémy,38,Journalier,https://communards-1871.fr/index.php?page=fiches/notice&individu=1015&liste=liste_nominative_B
Brutte,Arthur Edouard Victor,,Employé,https://communards-1871.fr/index.php?page=fiches/notice&individu=40094&liste=liste_nominative_B
Brutté,François,55,Menuisier,https://communards-1871.fr/index.php?page=fiches/notice&individu=7115&liste=liste_nominative_B
Brutte,Nicolas Victor,62,Maître de pension,https://communards-1871.fr/index.php?page=fiches/notice&individu=7130&liste=liste_nominative_B
Bruxelle,Fulgence Antoine,54,Cocher,https://communards-1871.fr/index.php?page=fiches/notice&individu=37314&liste=liste_nominative_B
Bruxelle,Fulgence Antoine Eugène Guislain,17,Mouleur,https://communards-1871.fr/index.php?page=fiches/notice&individu=3928&liste=liste_nominative_B
Bruyas,Joseph Jean,42,Typographe,https://communards-1871.fr/index.php?page=fiches/notice&individu=20252&liste=liste_nominative_B
Bruyer,Félix Nicolas,55,Employé de chemin de fer,https://communards-1871.fr/index.php?page=fiches/notice&individu=3557&liste=liste_nominative_B
Bruyère,Isidore,37,Photographe,https://communards-1871.fr/index.php?page=fiches/notice&individu=13340&liste=liste_nominative_B
Bruyère,Jean Baptiste,56,Ebéniste,https://communards-1871.fr/index.php?page=fiches/notice&individu=34361&liste=liste_nominative_B
Bruyère,Jean Baptiste,31,Employé,https://communards-1871.fr/index.php?page=fiches/notice&individu=7131&liste=liste_nominative_B
Bruylants,Josse,28,Tapissier,https://communards-1871.fr/index.php?page=fiches/notice&individu=274&liste=liste_nominative_B
Bruyot,Jean,44,Terrassier,https://communards-1871.fr/index.php?page=fiches/notice&individu=7132&liste=liste_nominative_B
Bry,Charles Emile,52,Serrurier ajusteur,https://communards-1871.fr/index.php?page=fiches/notice&individu=14680&liste=liste_nominative_B
Bry,Jean François Eléonore,20,Imprimeur lithographe,https://communards-1871.fr/index.php?page=fiches/notice&individu=5747&liste=liste_nominative_B
Bry,Jules,17,Emballeur,https://communards-1871.fr/index.php?page=fiches/notice&individu=808&liste=liste_nominative_B
Bry,Léon Louis,32,Agent d’assurances,https://communards-1871.fr/index.php?page=fiches/notice&individu=20251&liste=liste_nominative_B
Bry,Maxime,41,Miroitier,https://communards-1871.fr/index.php?page=fiches/notice&individu=34982&liste=liste_nominative_B
Brye,Louis Charles,31,Terrassier,https://communards-1871.fr/index.php?page=fiches/notice&individu=15682&liste=liste_nominative_B
Bryon,Gabriel Alphonse,12,Boulanger,https://communards-1871.fr/index.php?page=fiches/notice&individu=25665&liste=liste_nominative_B
Buard,Auguste Alexandre,37,Marchand de pommes de terre frites,https://communards-1871.fr/index.php?page=fiches/notice&individu=5220&liste=liste_nominative_B
Buat,Anicet Etienne,53,Peintre en bâtiments,https://communards-1871.fr/index.php?page=fiches/notice&individu=21537&liste=liste_nominative_B
Buc,Paul,64,Serrurier,https://communards-1871.fr/index.php?page=fiches/notice&individu=7133&liste=liste_nominative_B
Bucaille,Alfred,37,Cocher,https://communards-1871.fr/index.php?page=fiches/notice&individu=12247&liste=liste_nominative_B
Bucciali,Augustin,19,Cordonnier,https://communards-1871.fr/index.php?page=fiches/notice&individu=23997&liste=liste_nominative_B
Bucelet,Jean,46,Maçon,https://communards-1871.fr/index.php?page=fiches/notice&individu=7152&liste=liste_nominative_B
Buchaille,Claudius Etienne,,Garçon boulanger,https://communards-1871.fr/index.php?page=fiches/notice&individu=23187&liste=liste_nominative_B
Buchenaud,Martial,51,Maçon,https://communards-1871.fr/index.php?page=fiches/notice&individu=1010&liste=liste_nominative_B
Buchet,Eugène Arsène,19,Charcutier,https://communards-1871.fr/index.php?page=fiches/notice&individu=7134&liste=liste_nominative_B
Buchet,Pierre,17,Maçon,https://communards-1871.fr/index.php?page=fiches/notice&individu=34817&liste=liste_nominative_B
Buchillot,Léon,17,Garçon laitier,https://communards-1871.fr/index.php?page=fiches/notice&individu=39826&liste=liste_nominative_B
Buchmann,Joseph,33,Employé,https://communards-1871.fr/index.php?page=fiches/notice&individu=7741&liste=liste_nominative_B
Bucourt,Léopold Auguste,23,Menuisier,https://communards-1871.fr/index.php?page=fiches/notice&individu=31138&liste=liste_nominative_B
Bucourt,Louis Arthur Chilpéric,35,Menuisier,https://communards-1871.fr/index.php?page=fiches/notice&individu=8067&liste=liste_nominative_B
Budaille,Pierre Antoine Théophore,35,Instituteur,https://communards-1871.fr/index.php?page=fiches/notice&individu=24028&liste=liste_nominative_B
Budin,Alfred Charles,15,Apprenti tourneur,https://communards-1871.fr/index.php?page=fiches/notice&individu=23488&liste=liste_nominative_B
Budlot,François Joseph,46,Cocher,https://communards-1871.fr/index.php?page=fiches/notice&individu=8995&liste=liste_nominative_B
Budor,Pierre,46,Horloger,https://communards-1871.fr/index.php?page=fiches/notice&individu=13550&liste=liste_nominative_B
Buet,"Edouard, dit Leguet, dit Colosse",23,Journalier couvreur,https://communards-1871.fr/index.php?page=fiches/notice&individu=16017&liste=liste_nominative_B
Buffard,Frédéric,29,Fabricant de chaises,https://communards-1871.fr/index.php?page=fiches/notice&individu=11386&liste=liste_nominative_B
Buffenoir,Jean Jacques,,Chaudronnier,https://communards-1871.fr/index.php?page=fiches/notice&individu=15220&liste=liste_nominative_B
Buffenoir,Jules Prosper,22,Mécanicien,https://communards-1871.fr/index.php?page=fiches/notice&individu=36954&liste=liste_nominative_B
Bufferne,François,43,Terrassier,https://communards-1871.fr/index.php?page=fiches/notice&individu=7642&liste=liste_nominative_B
